	learn:mm.csv check jqzx.csv:213:ICLR 2018 | 斯坦福大学论文通过对抗训练实现可保证的分布式鲁棒性     	 Result: 	0.3751007111962552 	315 	120



  	class: 驾驶  	d: 3  	pt: 2.0  	diff:  驾驭A0.5 驾A0.5 驾驶B1.0
  	class: 离别  	d: 12  	pt: 1.8461538461538463  	diff:  分手A0.9038461538461539 分开AB0.9230769230769231 分离A0.019230769230769232
  	class: 交  	d: 12  	pt: 1.8095238095238093  	diff:  付出A0.7619047619047619 给出AB0.9047619047619048 交给A0.14285714285714285
  	class: 性格  	d: 12  	pt: 1.7333333333333334  	diff:  性格A0.3333333333333333 人性A0.5333333333333333 性AB0.8666666666666667
  	class: 非常  	d: 47  	pt: 1.7333333333333332  	diff:  不行A0.18095238095238095 死A0.2761904761904762 坏AB0.8666666666666667 生A0.2 杀A0.0761904761904762 要命A0.02857142857142857 深A0.01904761904761905 可怜A0.0380952380952381 挺A0.01904761904761905 稀A0.009523809523809525 绷A0.009523809523809525 够呛A0.009523809523809525
  	class: 水平  	d: 5  	pt: 1.7333333333333332  	diff:  程度A0.6666666666666666 水平AB0.8666666666666667 品位A0.2
  	class: 包含  	d: 25  	pt: 1.6666666666666665  	diff:  涵盖A0.08333333333333333 含蓄A0.08333333333333333 含A0.16666666666666666 包含AB0.8333333333333334 暗含A0.08333333333333333 富含A0.08333333333333333 带有A0.25 隐含A0.08333333333333333
  	class: 显示  	d: 12  	pt: 1.65  	diff:  展示AB0.2333333333333333 显示AB0.5916666666666667 显得A0.775 亮A0.025 来得A0.025
  	class: 消失  	d: 45  	pt: 1.6  	diff:  消失A0.6 流失A0.2 收敛AB0.8
  	class: 成为  	d: 8  	pt: 1.6  	diff:  成A0.8 化AB0.8
  	class: 式样  	d: 6  	pt: 1.6  	diff:  款式A0.8 形式AB0.8
  	class: 意味  	d: 9  	pt: 1.5652173913043477  	diff:  味道A0.4782608695652174 代表A0.21739130434782608 象征A0.08695652173913043 意味着AB0.782608695652174
  	class: 相距  	d: 7  	pt: 1.5555555555555556  	diff:  离开A0.7222222222222222 距离AB0.7777777777777778 相差A0.05555555555555555
  	class: 近似  	d: 17  	pt: 1.542857142857143  	diff:  看似AB0.44285714285714284 接近A0.2857142857142857 类似AB0.32857142857142857 好像A0.4 像样A0.05714285714285714 相仿A0.02857142857142857
  	class: 需要  	d: 11  	pt: 1.5  	diff:  需AB0.75 需求A0.75
  	class: 打算  	d: 7  	pt: 1.5  	diff:  打算A0.75 试图AB0.75
  	class: 失败  	d: 26  	pt: 1.4594594594594594  	diff:  挫折A0.05405405405405406 挫败A0.05405405405405406 砸A0.21621621621621623 失败AB0.7297297297297297 黄A0.40540540540540543
  	class: 困难  	d: 58  	pt: 1.4285714285714286  	diff:  艰难A0.5714285714285714 紧AB0.2142857142857143 费劲A0.14285714285714285 棘手B0.5
  	class: 管保  	d: 16  	pt: 1.4166666666666667  	diff:  包A0.5416666666666666 保证AB0.7083333333333333 保A0.125 打包票A0.041666666666666664
  	class: 重要  	d: 29  	pt: 1.368421052631579  	diff:  关键AB0.6842105263157895 重点A0.6842105263157895
  	class: 观察  	d: 12  	pt: 1.3333333333333335  	diff:  观察AB0.6666666666666667 洞察A0.4444444444444444 考察A0.2222222222222222
  	class: 固定  	d: 13  	pt: 1.3333333333333335  	diff:  固定AB0.6666666666666667 稳住A0.6666666666666666
  	class: 正规  	d: 11  	pt: 1.3333333333333333  	diff:  专业A0.6296296296296297 标准AB0.6666666666666667 正规A0.037037037037037035
  	class: 导致  	d: 9  	pt: 1.3  	diff:  招A0.65 导致AB0.65
  	class: 技术  	d: 8  	pt: 1.2000000000000002  	diff:  技能A0.2 技术AB0.6 技巧A0.4
  	class: 经历  	d: 7  	pt: 1.1428571428571428  	diff:  经历A0.45714285714285713 经验AB0.5714285714285714 阅历A0.11428571428571428
  	class: 小  	d: 12  	pt: 1.0  	diff:  很小AB0.5 最小B0.5
  	class: 阐明  	d: 8  	pt: 1.0  	diff:  发明A0.5 表AB0.5
  	class: 围绕  	d: 11  	pt: 1.0  	diff:  围绕AB0.5 环A0.5
  	class: 色情  	d: 10  	pt: 1.0  	diff:  黄色AB0.5 桃色A0.5
  	class: 阻拦  	d: 23  	pt: 1.0  	diff:  阻止AB0.5 阻碍A0.25 拦A0.25
  	class: 简单  	d: 21  	pt: 1.0  	diff:  简单AB0.38235294117647056 简单易行A0.029411764705882353 简A0.08823529411764706 简要B0.25 省略B0.25
  	class: 快  	d: 27  	pt: 1.0  	diff:  高效AB0.5 飞快A0.5
  	class: 概率  	d: 4  	pt: 1.0  	diff:  几率A0.5 概率AB0.5
  	class: 麻痹  	d: 11  	pt: 1.0  	diff:  松懈A0.5 松弛AB0.5
  	class: 打搅  	d: 8  	pt: 1.0  	diff:  干扰AB0.5 扰乱B0.5
  	class: 方法  	d: 11  	pt: 0.9603174603174602  	diff:  方法AB0.4801587301587301 办法A0.21428571428571427 方式AB0.23015873015873015 艺术A0.03571428571428571
  	class: 觉察  	d: 6  	pt: 0.956989247311828  	diff:  发现AB0.4139784946236559 意识A0.06451612903225806 察觉AB0.478494623655914
  	class: 希望  	d: 23  	pt: 0.9393939393939394  	diff:  梦想A0.21212121212121213 希望AB0.0757575757575758 期待A0.06060606060606061 期A0.030303030303030304 希A0.030303030303030304 仰望A0.030303030303030304 只求A0.015151515151515152 期望AB0.4696969696969697 指望A0.015151515151515152
  	class: 足够  	d: 6  	pt: 0.9  	diff:  够A0.35 足够AB0.44999999999999996 敷A0.05 足A0.05
  	class: 趋势  	d: 13  	pt: 0.8571428571428572  	diff:  趋势A0.2857142857142857 方向AB0.4285714285714286 动向A0.14285714285714285
  	class: 挑选  	d: 26  	pt: 0.8484848484848484  	diff:  选项A0.030303030303030304 选A0.3484848484848485 选择AB0.4242424242424242 慎选A0.015151515151515152 挑选A0.030303030303030304
  	class: 叫做  	d: 18  	pt: 0.8  	diff:  称呼A0.2 称为AB0.4 名A0.2
  	class: 资本  	d: 12  	pt: 0.75  	diff:  资本A0.25 成本AB0.375 基金A0.125
  	class: 发生  	d: 8  	pt: 0.7200000000000001  	diff:  发生AB0.36 发出A0.2 闹A0.16
  	class: 证明  	d: 14  	pt: 0.5714285714285713  	diff:  认证A0.21428571428571427 证明AB0.14285714285714285 求证A0.07142857142857142 证实AB0.07142857142857142 验证AB0.07142857142857142
  	class: 数量  	d: 7  	pt: 0.5  	diff:  数据AB0.25 数量A0.25
  	class: 对象  	d: 4  	pt: 0.4705882352941177  	diff:  对象A0.17647058823529413 靶子A0.058823529411764705 目标AB0.23529411764705888
  	class: 能力  	d: 3  	pt: 0.4615384615384615  	diff:  力A0.2 能力AB0.23076923076923073 力量A0.03076923076923077
  	class: 定义  	d: 3  	pt: 0.4285714285714286  	diff:  概念AB0.2142857142857143 定义AB0.2142857142857143
  	class: 学习  	d: 10  	pt: 0.4186046511627907  	diff:  学习AB0.2093023255813954 就学A0.023255813953488372 上学A0.16279069767441862 攻A0.023255813953488372
  	class: 表面  	d: 4  	pt: 0.39999999999999997  	diff:  表面AB0.19999999999999996 外表A0.2
  	class: 少  	d: 23  	pt: 0.33333333333333326  	diff:  有限AB0.16666666666666663 点儿A0.16666666666666666
  	class: 提供  	d: 2  	pt: 0.28571428571428575  	diff:  提供AB0.1428571428571429 资A0.14285714285714285
  	class: 撑持  	d: 5  	pt: 0.28571428571428575  	diff:  支持AB0.1428571428571429 支撑A0.14285714285714285
  	class: 解决  	d: 9  	pt: 0.19999999999999998  	diff:  解决AB0.09999999999999998 缓解A0.1
  	class: 成功  	d: 16  	pt: 0.17391304347826092  	diff:  成功AB0.08695652173913049 成事A0.043478260869565216 得逞A0.043478260869565216
  	class: 错误  	d: 16  	pt: 0.1333333333333333  	diff:  错误AB0.06666666666666665 荒谬A0.06666666666666667
  	class: 情况  	d: 8  	pt: 0.125  	diff:  情况AB0.0625 图景A0.0625
