learn:dsjwz.csv check jqzx.csv:117:ICLR 2018 | 斯坦福大学教授Christopher Manning提出全可微神经网络架构MAC：可用于机器推理 	 Result: 	0.1614024410562994 	447 	136
  	class: 特征  	d: 6  	pt: 1.2464788732394365  	diff:  特征AB0.6126760563380281 特性AB0.13380281690140844 特色A0.01056338028169014 表征AB0.4894366197183099
  	class: 价值  	d: 2  	pt: 1.2232415902140672  	diff:  值A0.6116207951070336 价值AB0.6116207951070336
  	class: 需要  	d: 11  	pt: 1.2108843537414966  	diff:  亟需A0.006802721088435374 需AB0.6054421768707483 需求A0.5918367346938775 亟待A0.006802721088435374
  	class: 优点  	d: 9  	pt: 1.1818181818181817  	diff:  亮点A0.13636363636363635 可取A0.4090909090909091 优点AB0.5909090909090908 助益A0.045454545454545456
  	class: 实行  	d: 11  	pt: 1.1741293532338308  	diff:  实践A0.31840796019900497 实施A0.14427860696517414 执行AB0.5870646766169154 行A0.08955223880597014 施行A0.004975124378109453 履行A0.009950248756218905 实行A0.01990049751243781
  	class: 诞生  	d: 7  	pt: 1.15  	diff:  落地A0.475 诞生AB0.575 出生A0.1
  	class: 小  	d: 12  	pt: 1.1333333333333333  	diff:  最小A0.5666666666666667 很小AB0.5666666666666667
  	class: 约定  	d: 4  	pt: 1.1111111111111112  	diff:  预约A0.4444444444444444 预定AB0.5555555555555556 约定A0.1111111111111111
  	class: 思考  	d: 20  	pt: 1.0604026845637584  	diff:  思维A0.16778523489932887 思想A0.19463087248322147 思考AB0.5302013422818792 想想A0.1342281879194631 构思A0.03355704697986577
  	class: 胜于  	d: 13  	pt: 1.020833333333333  	diff:  高AB0.4947916666666667 强AB0.5104166666666666 胜A0.005208333333333333 赛A0.005208333333333333 胜过A0.005208333333333333
  	class: 不足  	d: 9  	pt: 1.0  	diff:  欠缺AB0.5 贫A0.5
  	class: 近似  	d: 17  	pt: 0.9999999999999999  	diff:  类似AB0.5 接近A0.16494845360824742 类A0.02577319587628866 好像A0.07731958762886598 相近A0.041237113402061855 象是A0.005154639175257732 近似A0.12886597938144329 看似A0.05670103092783505
  	class: 任意  	d: 17  	pt: 0.9999999999999999  	diff:  任意AB0.5 自由A0.3333333333333333 轻易A0.16666666666666666
  	class: 有  	d: 28  	pt: 0.9371727748691101  	diff:  拥有AB0.10209424083769636 富有AB0.468586387434555 具A0.06806282722513089 具备A0.193717277486911 持有A0.07853403141361257 负有A0.010471204188481676 存有A0.005235602094240838 享有A0.010471204188481676
  	class: 效用  	d: 12  	pt: 0.9261083743842363  	diff:  功能AB0.4630541871921182 效果A0.31527093596059114 效应A0.09852216748768473 成效A0.029556650246305417 职能A0.009852216748768473 效益A0.0049261083743842365 效用A0.0049261083743842365
  	class: 离别  	d: 12  	pt: 0.9090909090909092  	diff:  分离AB0.4545454545454546 分开A0.45454545454545453
  	class: 范围  	d: 6  	pt: 0.9025974025974026  	diff:  层面AB0.4512987012987013 规模AB0.4253246753246753 局面A0.025974025974025976
  	class: 噪音  	d: 2  	pt: 0.8888888888888888  	diff:  噪音A0.4444444444444444 噪声AB0.4444444444444444
  	class: 显示  	d: 12  	pt: 0.8848167539267014  	diff:  显示A0.32460732984293195 展示AB0.08638743455497377 亮A0.010471204188481676 显得AB0.4424083769633508 形A0.010471204188481676 著A0.005235602094240838 来得A0.005235602094240838
  	class: 充满  	d: 14  	pt: 0.88  	diff:  充斥A0.28 充满AB0.43999999999999995 载A0.04 括A0.04 填满A0.08
  	class: 集合  	d: 28  	pt: 0.8571428571428572  	diff:  集合AB0.4285714285714286 聚合A0.12244897959183673 汇聚A0.02040816326530612 聚A0.02040816326530612 集A0.061224489795918366 聚拢A0.02040816326530612 集聚A0.02040816326530612 聚集A0.14285714285714285 汇A0.02040816326530612
  	class: 推测  	d: 16  	pt: 0.8461538461538463  	diff:  推断AB0.42307692307692313 推测A0.19230769230769232 想来A0.019230769230769232 推论A0.21153846153846154
  	class: 减少  	d: 22  	pt: 0.8400000000000001  	diff:  减少AB0.42000000000000004 压缩A0.34 减小A0.03 削减A0.04 缩减A0.01
  	class: 交  	d: 12  	pt: 0.8205128205128205  	diff:  给出AB0.41025641025641024 付出A0.06837606837606838 交给A0.02564102564102564 交付A0.042735042735042736 提交A0.27350427350427353
  	class: 方法  	d: 11  	pt: 0.8130311614730878  	diff:  办法A0.03824362606232295 方法AB0.4065155807365439 方式A0.311614730878187 艺术A0.021246458923512748 措施A0.03541076487252125
  	class: 记得  	d: 3  	pt: 0.7894736842105263  	diff:  记得A0.39473684210526316 记忆AB0.39473684210526316
  	class: 表达  	d: 5  	pt: 0.7605633802816902  	diff:  表达AB0.3802816901408451 表述A0.09859154929577464 发挥A0.28169014084507044
  	class: 取得  	d: 16  	pt: 0.7272727272727272  	diff:  取A0.07692307692307693 获取AB0.36363636363636365 收获A0.11888111888111888 抱A0.02097902097902098 赢得A0.06993006993006994 获A0.055944055944055944 落A0.006993006993006993 博A0.006993006993006993 沾A0.006993006993006993
  	class: 人造  	d: 4  	pt: 0.6923076923076923  	diff:  人工AB0.3076923076923077 人造A0.038461538461538464 人为AB0.34615384615384615
  	class: 挖  	d: 18  	pt: 0.6521739130434782  	diff:  发掘A0.17391304347826086 挖掘AB0.32608695652173914 打通A0.08695652173913043 挖A0.043478260869565216 钻井A0.021739130434782608
  	class: 体裁  	d: 4  	pt: 0.6428571428571428  	diff:  体AB0.3214285714285714 体制A0.14285714285714285 样式A0.17857142857142858
  	class: 答  	d: 14  	pt: 0.6310679611650485  	diff:  回答AB0.004854368932038833 回应A0.2621359223300971 应对AB0.31553398058252424 作答A0.02912621359223301 答疑A0.019417475728155338
  	class: 论证  	d: 4  	pt: 0.625  	diff:  实证A0.1875 论证AB0.3125 论据A0.125
  	class: 希望  	d: 23  	pt: 0.6200873362445415  	diff:  希望AB0.3100436681222707 期待A0.10043668122270742 期望A0.13100436681222707 梦想A0.021834061135371178 期A0.039301310043668124 指望A0.013100436681222707 盼A0.004366812227074236
  	class: 加以  	d: 2  	pt: 0.6037735849056605  	diff:  加A0.3018867924528302 给定AB0.30188679245283023
  	class: 担负  	d: 14  	pt: 0.6031746031746033  	diff:  负责AB0.3015873015873016 负担A0.047619047619047616 承担A0.25396825396825395
  	class: 开导  	d: 6  	pt: 0.6  	diff:  启发AB0.30000000000000004 诱发A0.2 启示A0.1
  	class: 种类  	d: 12  	pt: 0.5831775700934579  	diff:  项目AB0.291588785046729 类别A0.1233644859813084 类型A0.1383177570093458 种类A0.026168224299065422 品类A0.001869158878504673 花色A0.001869158878504673
  	class: 支付  	d: 6  	pt: 0.5819209039548022  	diff:  支付A0.2598870056497175 开发AB0.29096045197740117 支出A0.01694915254237288 开支A0.00847457627118644 开销A0.005649717514124294
  	class: 专家  	d: 5  	pt: 0.5684210526315789  	diff:  专家AB0.28421052631578947 学者A0.23157894736842105 学家A0.05263157894736842
  	class: 景象  	d: 10  	pt: 0.5673758865248226  	diff:  状况A0.0425531914893617 现象A0.1702127659574468 场景AB0.2836879432624113 情景A0.05673758865248227 万象A0.0070921985815602835 景象A0.0070921985815602835
  	class: 规律  	d: 6  	pt: 0.5567010309278351  	diff:  规律A0.14432989690721648 法则A0.12371134020618557 原理AB0.27835051546391754 常理A0.010309278350515464
  	class: 遗失  	d: 8  	pt: 0.5555555555555556  	diff:  有失A0.018518518518518517 少AB0.2777777777777778 丢失A0.18518518518518517 掉A0.07407407407407407
  	class: 涉及  	d: 14  	pt: 0.5517241379310346  	diff:  提到A0.2413793103448276 关系AB0.06704980842911878 涉及AB0.20881226053639845 关乎A0.01532567049808429 干A0.01532567049808429 事关A0.0038314176245210726
  	class: 赞成  	d: 4  	pt: 0.5333333333333333  	diff:  倾向AB0.2666666666666667 赞同A0.23333333333333334 赞成A0.03333333333333333
  	class: 推理  	d: 5  	pt: 0.5310344827586208  	diff:  推导AB0.22551724137931034 推理AB0.26551724137931043 推演A0.04
  	class: 取  	d: 4  	pt: 0.5277777777777778  	diff:  提A0.18055555555555555 提取AB0.26388888888888884 领取A0.041666666666666664 领到A0.041666666666666664
  	class: 频率  	d: 2  	pt: 0.5135135135135136  	diff:  效率AB0.2567567567567568 频率A0.25675675675675674
  	class: 传递  	d: 3  	pt: 0.4761904761904762  	diff:  传送A0.23809523809523808 传递AB0.23809523809523814
  	class: 培养  	d: 11  	pt: 0.4146341463414634  	diff:  培养A0.18292682926829268 树AB0.20731707317073167 塑造A0.012195121951219513 造就A0.012195121951219513
  	class: 引导  	d: 3  	pt: 0.39999999999999997  	diff:  引导AB0.19999999999999996 指引A0.2
  	class: 呈现  	d: 7  	pt: 0.3829787234042553  	diff:  表现AB0.1475177304964539 呈现A0.14893617021276595 展现AB0.04397163120567377 变现A0.0425531914893617
  	class: 强大  	d: 27  	pt: 0.380952380952381  	diff:  强有力A0.05952380952380952 无敌A0.07142857142857142 强大AB0.19047619047619047 精A0.023809523809523808 强硬A0.023809523809523808 强劲A0.011904761904761904
  	class: 计算机  	d: 8  	pt: 0.3394255874673629  	diff:  计算机AB0.16971279373368142 电脑A0.1227154046997389 处理器A0.04699738903394256
  	class: 了解  	d: 29  	pt: 0.3306451612903225  	diff:  知情A0.016129032258064516 理解AB0.16532258064516125 懂得A0.028225806451612902 懂A0.08064516129032258 知晓A0.024193548387096774 了了A0.004032258064516129 知A0.008064516129032258 明A0.004032258064516129
  	class: 性格  	d: 12  	pt: 0.3214285714285714  	diff:  性AB0.1607142857142857 性格A0.08928571428571429 人性A0.05357142857142857 脾气A0.017857142857142856
  	class: 发动机  	d: 3  	pt: 0.31578947368421056  	diff:  引擎AB0.1578947368421053 发动机A0.15789473684210525
  	class: 结构  	d: 2  	pt: 0.3015873015873016  	diff:  结构AB0.1507936507936508 构造A0.15079365079365079
  	class: 支配  	d: 9  	pt: 0.28571428571428575  	diff:  控制AB0.1428571428571429 主宰A0.05952380952380952 操纵A0.08333333333333333
  	class: 叙述  	d: 6  	pt: 0.26086956521739135  	diff:  讲述A0.11304347826086956 描述AB0.13043478260869568 叙述A0.017391304347826087
  	class: 知识  	d: 4  	pt: 0.256  	diff:  知识AB0.128 文化A0.128
  	class: 能力  	d: 3  	pt: 0.2488888888888889  	diff:  能力AB0.12444444444444447 力量A0.08444444444444445 力A0.04
  	class: 音信  	d: 7  	pt: 0.24598930481283426  	diff:  信息AB0.12299465240641716 消息A0.12299465240641712
  	class: 简单  	d: 21  	pt: 0.23809523809523814  	diff:  简单AB0.11904761904761907 简短A0.031746031746031744 简要A0.04365079365079365 粗略A0.01984126984126984 省略A0.011904761904761904 简略A0.007936507936507936 简易A0.003968253968253968
  	class: 辨别  	d: 13  	pt: 0.21951219512195122  	diff:  识别AB0.1097560975609756 分辨A0.032520325203252036 鉴别A0.012195121951219513 判别A0.02032520325203252 辨别A0.02032520325203252 辨识A0.016260162601626018 辨认A0.008130081300813009
  	class: 加剧  	d: 10  	pt: 0.21875  	diff:  强化AB0.109375 加剧A0.015625 加深A0.0625 火上浇油A0.015625 激化A0.015625
  	class: 着想  	d: 3  	pt: 0.19999999999999998  	diff:  设想AB0.09999999999999998 着想A0.1
  	class: 等级  	d: 10  	pt: 0.19672131147540983  	diff:  阶段AB0.09836065573770492 阶A0.09836065573770492
  	class: 过程  	d: 4  	pt: 0.15671641791044771  	diff:  过程AB0.07835820895522383 历程A0.018656716417910446 进程A0.05970149253731343
  	class: 解决  	d: 9  	pt: 0.15121951219512192  	diff:  解决AB0.07560975609756093 缓解AB0.07560975609756099
  	class: 差错  	d: 12  	pt: 0.14285714285714282  	diff:  偏差AB0.0714285714285714 过错A0.07142857142857142
  	class: 高度  	d: 8  	pt: 0.14285714285714282  	diff:  高度AB0.0714285714285714 可观A0.07142857142857142
  	class: 数量  	d: 7  	pt: 0.1414233576642336  	diff:  数据AB0.07071167883211682 数量A0.06523722627737226 数目A0.0036496350364963502 数码A0.0013686131386861315 数额A0.0004562043795620438
  	class: 系统  	d: 2  	pt: 0.13888888888888887  	diff:  系统AB0.06944444444444442 体系A0.06944444444444445
  	class: 手段  	d: 9  	pt: 0.125  	diff:  手段AB0.0625 手腕A0.0625
  	class: 结合  	d: 15  	pt: 0.12105263157894733  	diff:  整合AB0.03421052631578947 组合AB0.06052631578947365 结成A0.02631578947368421
  	class: 实质  	d: 10  	pt: 0.0869565217391304  	diff:  本质AB0.04347826086956519 实质A0.043478260869565216
  	class: 相关  	d: 15  	pt: 0.06956521739130436  	diff:  相关AB0.034782608695652195 系A0.034782608695652174
  	class: 基础  	d: 9  	pt: 0.06944444444444443  	diff:  基础AB0.03472222222222221 功底A0.020833333333333332 根基A0.006944444444444444 基本功A0.006944444444444444
  	class: 真情  	d: 4  	pt: 0.06896551724137927  	diff:  事实AB0.03448275862068961 实情A0.034482758620689655
  	class: 错误  	d: 16  	pt: 0.0672268907563025  	diff:  错误AB0.03361344537815125 荒谬A0.03361344537815126
  	class: 相抵  	d: 3  	pt: 0.06666666666666665  	diff:  平衡AB0.033333333333333326 抵消A0.03333333333333333
  	class: 一连  	d: 16  	pt: 0.0625  	diff:  连接AB0.03125 连续AB0.03125
  	class: 意旨  	d: 4  	pt: 0.055555555555555566  	diff:  旨在AB0.02777777777777779 心意A0.027777777777777776
  	class: 晋升  	d: 14  	pt: 0.042553191489361736  	diff:  提升AB0.021276595744680882 升任A0.02127659574468085
  	class: 状态  	d: 2  	pt: 0.039215686274509845  	diff:  状态AB0.019607843137254943 态A0.0196078431372549
  	class: 步骤  	d: 3  	pt: 0.03278688524590166  	diff:  步骤AB0.016393442622950838 手续A0.01639344262295082
  	class: 流水线  	d: 3  	pt: 0.02857142857142852  	diff:  流程AB0.014285714285714235 流水线A0.014285714285714285
  	class: 颜料  	d: 3  	pt: 0.025316455696202486  	diff:  颜色AB0.012658227848101222 颜料A0.012658227848101266
  	class: 成功  	d: 16  	pt: 0.018348623853210955  	diff:  成功AB0.00917431192660545 中标A0.009174311926605505
  	class: 介入  	d: 8  	pt: 0.018348623853210955  	diff:  参与AB0.00917431192660545 涉足A0.009174311926605505
  	class: 学习  	d: 10  	pt: 0.009489916963226555  	diff:  学习AB0.004744958481613271 上学A0.0005931198102016608 攻读A0.0029655990510083037 学学A0.0005931198102016608 就学A0.0005931198102016608
  	class: 祈求  	d: 8  	pt: 0.005390835579514872  	diff:  图AB0.0026954177897574594 贪图A0.0026954177897574125
