learn:dsjwz.csv check jqzx.csv:222:想击败英伟达？可能得十家以上不同垂直领域的深鉴科技，这就是AI芯片的「行情」 	 Result: 	0.19683450758493043 	977 	309
  	class: 叙述  	d: 6  	pt: 1.7739130434782608  	diff:  讲述AB0.8869565217391304 描述A0.8695652173913043 叙述A0.017391304347826087
  	class: 注意  	d: 17  	pt: 1.7735849056603774  	diff:  专注A0.7358490566037735 在意AB0.8867924528301887 留心A0.03773584905660377 注目A0.018867924528301886 留神A0.018867924528301886 小心A0.05660377358490566 瞩目A0.018867924528301886
  	class: 做  	d: 9  	pt: 1.7647058823529411  	diff:  搞A0.7058823529411765 弄A0.17647058823529413 打出AB0.8823529411764706
  	class: 职业  	d: 6  	pt: 1.7575757575757573  	diff:  生意AB0.8787878787878788 职业A0.7272727272727273 专职A0.06060606060606061 饭碗A0.09090909090909091
  	class: 音信  	d: 7  	pt: 1.7540106951871657  	diff:  信息A0.8770053475935828 消息AB0.8770053475935828
  	class: 途径  	d: 10  	pt: 1.7528089887640448  	diff:  路径A0.7191011235955056 路线AB0.8764044943820225 途径A0.15730337078651685
  	class: 成名  	d: 23  	pt: 1.75  	diff:  露脸A0.375 著称A0.375 走红AB0.875 成名A0.125
  	class: 推迟  	d: 11  	pt: 1.75  	diff:  推移A0.35 延迟A0.525 推迟AB0.875
  	class: 非常  	d: 47  	pt: 1.7446808510638296  	diff:  坏A0.3404255319148936 深A0.3617021276595745 死AB0.8723404255319149 酷A0.0425531914893617 不行A0.0851063829787234 生A0.02127659574468085 可怜A0.02127659574468085
  	class: 追赶  	d: 12  	pt: 1.7142857142857144  	diff:  追赶A0.2857142857142857 追逐A0.5714285714285714 追AB0.8571428571428572
  	class: 相配  	d: 9  	pt: 1.7142857142857142  	diff:  匹配A0.8571428571428571 兼容AB0.5416666666666666 配合AB0.31547619047619047
  	class: 见解  	d: 8  	pt: 1.703125  	diff:  视角A0.1015625 看法AB0.8515625 观点A0.453125 意见A0.09375 理念A0.0703125 见解A0.1015625 眼光A0.03125
  	class: 正确  	d: 18  	pt: 1.688524590163934  	diff:  科学A0.8032786885245902 不错AB0.8442622950819672 不易A0.00819672131147541 没错A0.020491803278688523 正确性A0.00819672131147541 无误A0.004098360655737705
  	class: 建筑  	d: 15  	pt: 1.6666666666666665  	diff:  建造A0.6666666666666666 建筑A0.16666666666666666 建AB0.8333333333333334
  	class: 游戏  	d: 24  	pt: 1.646153846153846  	diff:  游戏A0.7923076923076923 玩AB0.823076923076923 玩玩A0.007692307692307693 玩耍A0.007692307692307693 戏A0.015384615384615385
  	class: 取  	d: 4  	pt: 1.638888888888889  	diff:  提AB0.8194444444444444 提取A0.7361111111111112 领取A0.041666666666666664 领到A0.041666666666666664
  	class: 昂贵  	d: 6  	pt: 1.619047619047619  	diff:  昂贵A0.7619047619047619 贵AB0.8095238095238095 值钱A0.047619047619047616
  	class: 逼近  	d: 8  	pt: 1.5999999999999999  	diff:  逼A0.6 薄AB0.8 逼近A0.2
  	class: 编辑  	d: 18  	pt: 1.5849056603773588  	diff:  编写A0.7452830188679245 编排A0.009433962264150943 编辑AB0.7924528301886793 编纂A0.018867924528301886 修A0.009433962264150943 编写者A0.009433962264150943
  	class: 一连  	d: 16  	pt: 1.5625  	diff:  连接A0.78125 连续AB0.78125
  	class: 进项  	d: 8  	pt: 1.5277777777777777  	diff:  收入A0.625 收益AB0.7638888888888888 获益A0.125 低收入A0.013888888888888888
  	class: 提前  	d: 3  	pt: 1.5  	diff:  提前A0.75 超前AB0.75
  	class: 计算机  	d: 8  	pt: 1.4774337933606865  	diff:  计算机AB0.6160014919806043 电脑A0.1227154046997389 处理器AB0.7387168966803431
  	class: 共同  	d: 31  	pt: 1.460674157303371  	diff:  联合A0.6179775280898876 协办A0.02247191011235955 合伙A0.02247191011235955 协同AB0.7303370786516854 合A0.02247191011235955 联手A0.02247191011235955 旅A0.011235955056179775 联机A0.011235955056179775
  	class: 表达  	d: 5  	pt: 1.436619718309859  	diff:  表达A0.6197183098591549 表述A0.09859154929577464 发挥AB0.7183098591549295
  	class: 答应  	d: 10  	pt: 1.418181818181818  	diff:  应A0.6727272727272727 承诺AB0.7090909090909091 答应A0.01818181818181818 应允A0.01818181818181818
  	class: 交换  	d: 10  	pt: 1.4  	diff:  交换A0.6 互换A0.1 换成AB0.7
  	class: 返回  	d: 7  	pt: 1.3947368421052633  	diff:  返回A0.5789473684210527 回到AB0.6973684210526316 回去A0.02631578947368421 回来A0.07894736842105263 归来A0.013157894736842105
  	class: 符合  	d: 13  	pt: 1.3924050632911393  	diff:  适合A0.5316455696202531 相符A0.02531645569620253 符合AB0.6962025316455696 入A0.06329113924050633 顺应A0.012658227848101266 吻合A0.05063291139240506 契合A0.012658227848101266
  	class: 有利  	d: 16  	pt: 1.368421052631579  	diff:  有益A0.05263157894736842 造福A0.13157894736842105 利于A0.02631578947368421 便民A0.02631578947368421 便利A0.34210526315789475 有利于A0.10526315789473684 便宜AB0.6842105263157895
  	class: 管保  	d: 16  	pt: 1.3643410852713178  	diff:  包A0.24031007751937986 保证AB0.6821705426356589 确保A0.4263565891472868 担保A0.007751937984496124 承保A0.007751937984496124
  	class: 显示  	d: 12  	pt: 1.3507853403141357  	diff:  显示AB0.675392670157068 展示A0.5863874345549738 亮A0.010471204188481676 显得A0.05759162303664921 形A0.010471204188481676 著A0.005235602094240838 来得A0.005235602094240838
  	class: 评论  	d: 15  	pt: 1.34375  	diff:  评价AB0.671875 评A0.015625 评论A0.65625
  	class: 自行车  	d: 4  	pt: 1.3333333333333335  	diff:  自行车A0.3333333333333333 车子A0.3333333333333333 单车AB0.6666666666666667
  	class: 牵连  	d: 14  	pt: 1.3333333333333333  	diff:  牵连A0.08333333333333333 拉AB0.16666666666666669 拖累A0.08333333333333333 关A0.5 牵扯B0.5
  	class: 攻占  	d: 14  	pt: 1.3333333333333333  	diff:  打下A0.16666666666666666 占领AB0.6666666666666667 攻克A0.3333333333333333 攻破A0.08333333333333333 拿下A0.08333333333333333
  	class: 使用  	d: 14  	pt: 1.3306451612903227  	diff:  利用A0.5362903225806451 用到A0.12096774193548387 采用AB0.6653225806451613 运A0.004032258064516129 动用A0.004032258064516129
  	class: 减少  	d: 22  	pt: 1.3199999999999998  	diff:  减少A0.58 压缩AB0.6599999999999999 减小A0.03 削减A0.04 缩减A0.01
  	class: 重视  	d: 28  	pt: 1.3114754098360655  	diff:  器A0.4262295081967213 青睐A0.04918032786885246 珍惜A0.04918032786885246 尊重A0.13114754098360656 看重AB0.2529274004683841 重视AB0.16627634660421542 注重AB0.23653395784543324
  	class: 达到  	d: 10  	pt: 1.3043478260869568  	diff:  达AB0.6521739130434783 达成A0.391304347826087 直达A0.21739130434782608 高达A0.021739130434782608 落到A0.021739130434782608
  	class: 开始  	d: 24  	pt: 1.3043478260869563  	diff:  开头A0.42028985507246375 开AB0.6521739130434783 初始A0.17391304347826086 开端A0.057971014492753624
  	class: 资本  	d: 12  	pt: 1.2870778267254037  	diff:  资产A0.14977973568281938 成本AB0.6435389133627019 资金AB0.14776064610866374 资本AB0.07287077826725405 基金A0.27312775330396477
  	class: 方法  	d: 11  	pt: 1.2568460812086877  	diff:  办法AB0.6284230406043437 方法AB0.42681775259678945 方式AB0.14494806421152032 艺术A0.021246458923512748 措施A0.03541076487252125
  	class: 如果  	d: 31  	pt: 1.2222222222222223  	diff:  假定A0.6111111111111112 设AB0.6111111111111112
  	class: 消失  	d: 45  	pt: 1.2222222222222223  	diff:  消退A0.027777777777777776 消失AB0.6111111111111112 收敛A0.4444444444444444 流失A0.1111111111111111 熄灭A0.027777777777777776
  	class: 成为  	d: 8  	pt: 1.22  	diff:  化为A0.01 成A0.51 化AB0.61 变为A0.07 改为A0.02
  	class: 无用  	d: 15  	pt: 1.217391304347826  	diff:  无用A0.17391304347826086 无效A0.21739130434782608 不算AB0.6086956521739131 低效A0.043478260869565216 空头A0.08695652173913043 行不通A0.043478260869565216 没用A0.043478260869565216
  	class: 退步  	d: 13  	pt: 1.2  	diff:  落后AB0.6 落伍A0.06666666666666667 向下A0.4666666666666667 滞后A0.06666666666666667
  	class: 稳固  	d: 20  	pt: 1.2  	diff:  深厚AB0.6 牢固A0.4 稳固A0.2
  	class: 结束  	d: 38  	pt: 1.1914893617021274  	diff:  完毕A0.11702127659574468 完A0.30851063829787234 截止A0.0851063829787234 结束AB0.5957446808510638 完结A0.031914893617021274 收A0.02127659574468085 告终A0.02127659574468085 终结A0.010638297872340425
  	class: 实行  	d: 11  	pt: 1.1840796019900497  	diff:  实践AB0.18159203980099503 实施A0.14427860696517414 执行A0.4129353233830846 行AB0.41044776119402987 施行A0.004975124378109453 履行A0.009950248756218905 实行A0.01990049751243781
  	class: 推动  	d: 12  	pt: 1.1764705882352942  	diff:  推动A0.2529411764705882 推AB0.5882352941176471 推进A0.14705882352941177 推向A0.023529411764705882 有助于A0.16470588235294117
  	class: 下降  	d: 23  	pt: 1.172932330827068  	diff:  下降A0.47368421052631576 降低AB0.2982456140350877 下跌A0.06015037593984962 降AB0.2882205513784461 暴跌A0.015037593984962405 退A0.007518796992481203 下滑A0.007518796992481203 跌A0.015037593984962405 降落A0.007518796992481203
  	class: 中心  	d: 11  	pt: 1.1608391608391606  	diff:  核心AB0.5804195804195804 中心AB0.5664335664335663 主干A0.013986013986013986
  	class: 告诉  	d: 7  	pt: 1.1538461538461537  	diff:  告诉AB0.5769230769230769 告知A0.03205128205128205 报告A0.5448717948717948
  	class: 重要  	d: 29  	pt: 1.135135135135135  	diff:  重要性A0.22297297297297297 重点A0.30405405405405406 关键AB0.5675675675675675 着重A0.04054054054054054
  	class: 涉及  	d: 14  	pt: 1.1340996168582373  	diff:  提到A0.2413793103448276 关系AB0.5670498084291188 涉及A0.29118773946360155 关乎A0.01532567049808429 干A0.01532567049808429 事关A0.0038314176245210726
  	class: 区分  	d: 7  	pt: 1.1219512195121952  	diff:  区分A0.5609756097560976 区别AB0.5609756097560976
  	class: 证明  	d: 14  	pt: 1.1214953271028039  	diff:  证明A0.3925233644859813 证实A0.06542056074766354 验证AB0.5607476635514019 认证A0.0794392523364486 作证A0.014018691588785047 求证A0.004672897196261682 证A0.004672897196261682
  	class: 相等  	d: 11  	pt: 1.12  	diff:  相当于A0.48 等于AB0.56 等价A0.08
  	class: 晒  	d: 5  	pt: 1.1111111111111112  	diff:  曝AB0.5555555555555556 晒A0.5555555555555556
  	class: 战败  	d: 18  	pt: 1.0909090909090908  	diff:  打败AB0.5454545454545454 输给A0.09090909090909091 输A0.45454545454545453
  	class: 著名  	d: 33  	pt: 1.0789473684210527  	diff:  资深A0.19736842105263158 名牌A0.02631578947368421 著名AB0.5394736842105263 闻名A0.06578947368421052 知名A0.17105263157894737 有名A0.05263157894736842 老牌A0.02631578947368421
  	class: 增长  	d: 6  	pt: 1.0625  	diff:  添加A0.5125 长AB0.53125 日益增长A0.01875
  	class: 诞生  	d: 7  	pt: 1.05  	diff:  落地AB0.525 诞生A0.425 出生A0.1
  	class: 花费  	d: 5  	pt: 1.0344827586206897  	diff:  花费A0.4827586206896552 花AB0.5172413793103448 费A0.034482758620689655
  	class: 性质  	d: 7  	pt: 1.033112582781457  	diff:  属性A0.33112582781456956 性能AB0.5165562913907285 性质A0.18543046357615894
  	class: 放大  	d: 8  	pt: 1.0188679245283019  	diff:  放大A0.32075471698113206 推广AB0.5094339622641509 加大A0.03773584905660377 放开A0.018867924528301886 放A0.1320754716981132
  	class: 完整  	d: 10  	pt: 1.0186335403726707  	diff:  完整AB0.3440993788819876 整体AB0.5093167701863354 总体A0.16521739130434782
  	class: 意味  	d: 9  	pt: 1.005586592178771  	diff:  代表A0.4692737430167598 意味着AB0.5027932960893855 象征A0.00558659217877095 意味A0.01675977653631285 味道A0.00558659217877095 寓意A0.00558659217877095
  	class: 匹敌  	d: 21  	pt: 1.0  	diff:  媲美AB0.5 打平A0.5
  	class: 比赛  	d: 8  	pt: 1.0  	diff:  交锋AB0.5 角A0.5
  	class: 界限  	d: 6  	pt: 1.0  	diff:  界AB0.41666666666666663 鸿沟A0.08333333333333333 壁垒B0.5
  	class: 买  	d: 19  	pt: 1.0  	diff:  购买AB0.05670103092783507 买A0.21649484536082475 购入A0.020618556701030927 买入A0.13402061855670103 置A0.010309278350515464 市A0.041237113402061855 买进A0.020618556701030927 采购B0.5
  	class: 赚  	d: 16  	pt: 1.0  	diff:  盈利A0.20454545454545456 获利A0.13636363636363635 赚钱AB0.0 赚AB0.022727272727272707 挣A0.09090909090909091 致富A0.045454545454545456 挣钱B0.5
  	class: 杂货店  	d: 7  	pt: 1.0  	diff:  百货公司A0.25 杂货店A0.25 超市AB0.5
  	class: 超过  	d: 10  	pt: 1.0  	diff:  高于AB0.0 超出A0.375 过量A0.041666666666666664 胜出A0.08333333333333333 超乎B0.5
  	class: 近似  	d: 17  	pt: 0.9999999999999999  	diff:  类似AB0.5 接近A0.16494845360824742 类A0.02577319587628866 好像A0.07731958762886598 相近A0.041237113402061855 象是A0.005154639175257732 近似A0.12886597938144329 看似A0.05670103092783505
  	class: 不同  	d: 19  	pt: 0.9565217391304348  	diff:  差AB0.4782608695652174 例外A0.30434782608695654 异A0.08695652173913043 不等A0.043478260869565216 歧A0.043478260869565216
  	class: 姑且  	d: 9  	pt: 0.9333333333333333  	diff:  聊AB0.4666666666666667 权A0.4666666666666667
  	class: 积累  	d: 5  	pt: 0.9333333333333333  	diff:  积累AB0.4666666666666667 累积A0.3333333333333333 积攒A0.13333333333333333
  	class: 建立  	d: 7  	pt: 0.8971193415637859  	diff:  建立AB0.4197530864197531 确立A0.0205761316872428 成立AB0.44855967078189296 树立A0.00823045267489712
  	class: 取得  	d: 16  	pt: 0.8881118881118881  	diff:  取A0.07692307692307693 获取AB0.13636363636363635 收获A0.11888111888111888 抱A0.02097902097902098 赢得A0.06993006993006994 获AB0.44405594405594406 落A0.006993006993006993 博A0.006993006993006993 沾A0.006993006993006993
  	class: 缺点  	d: 14  	pt: 0.8387096774193548  	diff:  瑕疵A0.06451612903225806 缺陷AB0.4193548387096774 弱点A0.1935483870967742 缺点A0.16129032258064516
  	class: 选举  	d: 5  	pt: 0.826086956521739  	diff:  举AB0.4130434782608695 选出A0.06521739130434782 选举A0.34782608695652173
  	class: 水平  	d: 5  	pt: 0.8130081300813009  	diff:  程度AB0.4065040650406504 水平A0.3902439024390244 水准A0.008130081300813009 品位A0.008130081300813009
  	class: 随即  	d: 11  	pt: 0.8  	diff:  跟着A0.4 继AB0.4
  	class: 审查  	d: 14  	pt: 0.7906976744186047  	diff:  核AB0.39534883720930236 核对A0.046511627906976744 审核A0.32558139534883723 复核A0.023255813953488372
  	class: 接受  	d: 9  	pt: 0.7743589743589744  	diff:  承受AB0.3871794871794872 奉A0.01282051282051282 接受AB0.3358974358974359 领A0.038461538461538464
  	class: 剩余  	d: 7  	pt: 0.7692307692307692  	diff:  剩下AB0.3846153846153846 剩余A0.38461538461538464
  	class: 吸引  	d: 8  	pt: 0.7575757575757576  	diff:  引发A0.2727272727272727 掀起A0.045454545454545456 吸引AB0.3787878787878788 诱惑A0.015151515151515152 抓住A0.045454545454545456
  	class: 克服  	d: 4  	pt: 0.75  	diff:  克服AB0.375 战胜A0.375
  	class: 加以  	d: 2  	pt: 0.7295597484276729  	diff:  加AB0.36477987421383645 给定AB0.36477987421383645
  	class: 机智  	d: 31  	pt: 0.7142857142857142  	diff:  机智A0.07142857142857142 敏锐A0.14285714285714285 敏感AB0.3571428571428571 敏锐性A0.14285714285714285
  	class: 趋势  	d: 13  	pt: 0.6862745098039215  	diff:  方向AB0.2916666666666667 趋势AB0.34313725490196073 大势A0.007352941176470588 动向A0.007352941176470588 可行性A0.022058823529411766 大方向A0.007352941176470588 主旋律A0.007352941176470588
  	class: 终于  	d: 11  	pt: 0.6666666666666667  	diff:  算AB0.33333333333333337 算是A0.3333333333333333
  	class: 泡  	d: 11  	pt: 0.6666666666666667  	diff:  泡沫AB0.33333333333333337 水花B0.3333333333333333
  	class: 分摊  	d: 6  	pt: 0.6666666666666667  	diff:  摊AB0.33333333333333337 平摊B0.3333333333333333
  	class: 澄清  	d: 8  	pt: 0.6666666666666667  	diff:  澄清AB0.33333333333333337 搞清A0.3333333333333333
  	class: 蒸发  	d: 4  	pt: 0.6666666666666667  	diff:  跑AB0.33333333333333337 蒸发A0.3333333333333333
  	class: 耽误  	d: 6  	pt: 0.6666666666666667  	diff:  耽误AB0.33333333333333337 延误A0.3333333333333333
  	class: 计划  	d: 14  	pt: 0.6573426573426573  	diff:  计划AB0.32867132867132864 规划A0.3146853146853147 统筹A0.013986013986013986
  	class: 制造  	d: 6  	pt: 0.6545454545454545  	diff:  打造A0.32727272727272727 制造AB0.32727272727272727
  	class: 团体  	d: 6  	pt: 0.6392405063291139  	diff:  组织A0.30063291139240506 团队AB0.319620253164557 团体A0.015822784810126583 团伙A0.0031645569620253164
  	class: 希望  	d: 23  	pt: 0.6200873362445415  	diff:  希望AB0.3100436681222707 期待A0.10043668122270742 期望A0.13100436681222707 梦想A0.021834061135371178 期A0.039301310043668124 指望A0.013100436681222707 盼A0.004366812227074236
  	class: 差别  	d: 6  	pt: 0.6153846153846154  	diff:  差异AB0.3076923076923077 差距A0.3076923076923077
  	class: 学界  	d: 7  	pt: 0.6153846153846154  	diff:  学术界AB0.3076923076923077 学界A0.23076923076923078 科学界A0.07692307692307693
  	class: 寻找  	d: 23  	pt: 0.6071428571428571  	diff:  寻找AB0.3035714285714286 找A0.17261904761904762 搜索AB0.0 探寻A0.005952380952380952 搜寻A0.01488095238095238 查找A0.10119047619047619 找寻A0.002976190476190476 摸索A0.002976190476190476 追寻A0.002976190476190476
  	class: 分开  	d: 13  	pt: 0.6  	diff:  细分AB0.23 划分A0.12 分AB0.06999999999999995 分割A0.12 分叉A0.02 瓜分A0.04
  	class: 支付  	d: 6  	pt: 0.5819209039548022  	diff:  支付A0.2598870056497175 开发AB0.29096045197740117 支出A0.01694915254237288 开支A0.00847457627118644 开销A0.005649717514124294
  	class: 标准  	d: 12  	pt: 0.5693430656934306  	diff:  原则A0.1386861313868613 条件AB0.2846715328467153 基准A0.08759124087591241 尺度A0.021897810218978103 参考系A0.014598540145985401 规格A0.021897810218978103
  	class: 布局  	d: 2  	pt: 0.5666666666666667  	diff:  布局AB0.2833333333333333 格局AB0.2833333333333333
  	class: 遭受  	d: 20  	pt: 0.56  	diff:  面临AB0.28 遭受A0.14 遭遇A0.06 中A0.02 饱受A0.02 备受A0.02 倍受A0.02
  	class: 继续  	d: 16  	pt: 0.5555555555555556  	diff:  后续AB0.2222222222222222 继承A0.05555555555555555 延续AB0.2777777777777778
  	class: 遗失  	d: 8  	pt: 0.5555555555555556  	diff:  有失A0.018518518518518517 少AB0.2777777777777778 丢失A0.18518518518518517 掉A0.07407407407407407
  	class: 安定  	d: 24  	pt: 0.5440613026819923  	diff:  稳定AB0.13409961685823757 平稳A0.10344827586206896 稳定性AB0.27203065134099613 安定A0.034482758620689655
  	class: 仓库  	d: 11  	pt: 0.5316455696202531  	diff:  库AB0.26582278481012656 仓库A0.10126582278481013 栈A0.02531645569620253 堆栈A0.13924050632911392
  	class: 定义  	d: 3  	pt: 0.5314685314685315  	diff:  概念AB0.26573426573426573 定义AB0.26573426573426573
  	class: 效用  	d: 12  	pt: 0.5261083743842364  	diff:  功能AB0.26305418719211826 效果AB0.11527093596059113 效应A0.09852216748768473 成效A0.029556650246305417 职能A0.009852216748768473 效益A0.0049261083743842365 效用A0.0049261083743842365
  	class: 范围  	d: 6  	pt: 0.5137085137085138  	diff:  层面AB0.2568542568542569 规模AB0.2308802308802309 局面A0.025974025974025976
  	class: 事物  	d: 3  	pt: 0.5  	diff:  事物AB0.25 物A0.25
  	class: 矮  	d: 7  	pt: 0.5  	diff:  最低AB0.25 矮A0.25
  	class: 超越  	d: 9  	pt: 0.5  	diff:  超过AB0.03879310344827591 跨越A0.02586206896551724 跳A0.0603448275862069 超AB0.09051724137931033 超越AB0.25 跨A0.034482758620689655
  	class: 卖  	d: 11  	pt: 0.49999999999999994  	diff:  售卖A0.16666666666666666 卖AB0.25 货A0.08333333333333333
  	class: 商店  	d: 24  	pt: 0.4919254658385093  	diff:  公司AB0.24596273291925463 商家A0.016149068322981366 商店A0.017391304347826087 企业A0.19875776397515527 店铺A0.006211180124223602 局A0.006211180124223602 柜A0.0012422360248447205
  	class: 传递  	d: 3  	pt: 0.4761904761904762  	diff:  传送A0.23809523809523808 传递AB0.23809523809523814
  	class: 宣布  	d: 11  	pt: 0.4745762711864406  	diff:  发布AB0.23728813559322037 公布A0.13983050847457626 揭示A0.029661016949152543 颁发A0.029661016949152543 颁布A0.00847457627118644 昭示A0.00847457627118644 宣告A0.012711864406779662 揭晓A0.00847457627118644
  	class: 导致  	d: 9  	pt: 0.441860465116279  	diff:  致使A0.011627906976744186 引致A0.011627906976744186 导致AB0.22093023255813948 招A0.12790697674418605 促成A0.05813953488372093 招致A0.011627906976744186
  	class: 讲课  	d: 13  	pt: 0.43243243243243246  	diff:  教授AB0.21621621621621623 讲解A0.05405405405405406 主讲A0.11486486486486487 授课A0.02702702702702703 任课A0.006756756756756757 上课A0.013513513513513514
  	class: 协商  	d: 25  	pt: 0.42307692307692313  	diff:  说道A0.1346153846153846 协议AB0.21153846153846156 商A0.04807692307692308 情商A0.009615384615384616 协商A0.009615384615384616 商议A0.009615384615384616
  	class: 讲话  	d: 18  	pt: 0.41379310344827586  	diff:  说话A0.07758620689655173 讲AB0.19252873563218387 开口A0.008620689655172414 云AB0.014367816091953978 讲话A0.034482758620689655 谈A0.034482758620689655 讲讲A0.034482758620689655 出言A0.008620689655172414 发话A0.008620689655172414
  	class: 消息  	d: 6  	pt: 0.41025641025641035  	diff:  新闻AB0.20512820512820518 情报A0.08974358974358974 讯息A0.01282051282051282 资讯A0.10256410256410256
  	class: 挑选  	d: 26  	pt: 0.4068965517241379  	diff:  选项A0.05517241379310345 选择AB0.20344827586206893 选A0.02413793103448276 抉择A0.027586206896551724 挑选A0.03103448275862069 选取A0.034482758620689655 增选A0.0034482758620689655 甄选A0.006896551724137931 取舍A0.020689655172413793
  	class: 内心  	d: 28  	pt: 0.39999999999999997  	diff:  心AB0.19999999999999996 内心A0.2
  	class: 坚强  	d: 30  	pt: 0.39999999999999997  	diff:  硬AB0.19999999999999996 钢铁A0.2
  	class: 前途  	d: 5  	pt: 0.39999999999999997  	diff:  前途A0.2 前景AB0.19999999999999996
  	class: 复辟  	d: 6  	pt: 0.39999999999999997  	diff:  颠覆AB0.19999999999999996 变天A0.2
  	class: 改变  	d: 11  	pt: 0.39285714285714285  	diff:  改变AB0.1964285714285714 转A0.05357142857142857 改成A0.03571428571428571 更改A0.08928571428571429 变更A0.011904761904761904 改A0.005952380952380952
  	class: 路程  	d: 7  	pt: 0.368421052631579  	diff:  路AB0.1842105263157895 行程A0.07894736842105263 里程A0.07894736842105263 路程A0.02631578947368421
  	class: 经历  	d: 7  	pt: 0.3636363636363636  	diff:  经验AB0.18181818181818177 经历A0.18181818181818182
  	class: 胜于  	d: 13  	pt: 0.35416666666666663  	diff:  高AB0.16145833333333337 强AB0.17708333333333331 胜A0.005208333333333333 赛A0.005208333333333333 胜过A0.005208333333333333
  	class: 意义  	d: 2  	pt: 0.345679012345679  	diff:  含义A0.1728395061728395 意义AB0.1728395061728395
  	class: 景象  	d: 10  	pt: 0.3451536643026004  	diff:  状况A0.0425531914893617 现象AB0.0591016548463357 场景AB0.17257683215130015 情景A0.05673758865248227 万象A0.0070921985815602835 景象A0.0070921985815602835
  	class: 工作  	d: 13  	pt: 0.3398617511520738  	diff:  事情AB0.16993087557603692 业务AB0.1255760368663595 事务A0.028225806451612902 做事A0.012096774193548387 行事A0.004032258064516129
  	class: 问  	d: 10  	pt: 0.3396226415094339  	diff:  问AB0.16981132075471694 问问A0.07547169811320754 提问A0.09433962264150944
  	class: 记住  	d: 24  	pt: 0.33333333333333337  	diff:  记住AB0.16666666666666663 牢记A0.09523809523809523 切记A0.023809523809523808 铭记A0.023809523809523808 铭刻A0.023809523809523808
  	class: 分散  	d: 9  	pt: 0.33333333333333326  	diff:  分散AB0.16666666666666663 发散A0.1111111111111111 散落A0.05555555555555555
  	class: 慢  	d: 27  	pt: 0.32000000000000006  	diff:  慢AB0.16000000000000003 减缓A0.04 放缓A0.12
  	class: 对待  	d: 3  	pt: 0.3076923076923077  	diff:  看待AB0.15384615384615385 待遇A0.15384615384615385
