learn:dsjwz.csv check jqzx.csv:157:深度 | 级联MobileNet-V2实现人脸关键点检测（附训练源码） 	 Result: 	0.20679107619110218 	476 	143
  	class: 删除  	d: 10  	pt: 1.6744186046511629  	diff:  剔除AB0.8372093023255813 删除A0.7209302325581395 删去A0.023255813953488372 去除A0.046511627906976744 删减A0.023255813953488372 删A0.023255813953488372
  	class: 外加  	d: 4  	pt: 1.6666666666666667  	diff:  叠加A0.6666666666666666 外加A0.05555555555555555 增大AB0.8333333333333334 附加A0.1111111111111111
  	class: 思考  	d: 20  	pt: 1.6107382550335572  	diff:  思维A0.16778523489932887 思想AB0.8053691275167785 思考A0.4697986577181208 想想A0.1342281879194631 构思A0.03355704697986577
  	class: 寻找  	d: 23  	pt: 1.6071428571428572  	diff:  寻找AB0.8035714285714286 找A0.17261904761904762 搜索A0.5 探寻A0.005952380952380952 搜寻A0.01488095238095238 查找A0.10119047619047619 找寻A0.002976190476190476 摸索A0.002976190476190476 追寻A0.002976190476190476
  	class: 靠近  	d: 21  	pt: 1.5714285714285714  	diff:  邻近A0.21428571428571427 靠近AB0.7857142857142857 守A0.07142857142857142 临近A0.35714285714285715 贴近A0.14285714285714285
  	class: 涉及  	d: 14  	pt: 1.5172413793103445  	diff:  提到AB0.7586206896551724 关系A0.4329501915708812 涉及A0.29118773946360155 关乎A0.01532567049808429 干A0.01532567049808429 事关A0.0038314176245210726
  	class: 阻拦  	d: 23  	pt: 1.4782608695652173  	diff:  阻挡A0.13043478260869565 阻止A0.43478260869565216 阻碍AB0.7391304347826086 阻挠A0.08695652173913043 拦截A0.08695652173913043
  	class: 扩大  	d: 8  	pt: 1.4594594594594597  	diff:  扩展A0.6486486486486487 扩充A0.06756756756756757 扩张AB0.7297297297297297 壮大A0.013513513513513514
  	class: 态度  	d: 6  	pt: 1.446808510638298  	diff:  态度A0.6808510638297872 姿态AB0.7234042553191489 态势A0.0425531914893617
  	class: 处于  	d: 9  	pt: 1.4328358208955225  	diff:  处AB0.7164179104477613 处于A0.7014925373134329 高居A0.014925373134328358
  	class: 效用  	d: 12  	pt: 1.3694581280788178  	diff:  功能A0.5369458128078818 效果AB0.6847290640394088 效应A0.09852216748768473 成效A0.029556650246305417 职能A0.009852216748768473 效益A0.0049261083743842365 效用A0.0049261083743842365
  	class: 职位  	d: 6  	pt: 1.3561643835616441  	diff:  位置AB0.678082191780822 职位A0.4726027397260274 岗位A0.17123287671232876 职务A0.02054794520547945 职A0.0136986301369863
  	class: 评论  	d: 15  	pt: 1.34375  	diff:  评价AB0.671875 评A0.015625 评论A0.65625
  	class: 使用  	d: 14  	pt: 1.3306451612903227  	diff:  利用A0.5362903225806451 用到A0.12096774193548387 采用AB0.6653225806451613 运A0.004032258064516129 动用A0.004032258064516129
  	class: 依靠  	d: 32  	pt: 1.3258426966292138  	diff:  借助A0.20224719101123595 依赖A0.2808988764044944 指AB0.6629213483146068 仰A0.011235955056179775 负A0.10112359550561797 依赖性A0.02247191011235955 借助于A0.02247191011235955 倚重A0.011235955056179775 仗A0.011235955056179775
  	class: 减少  	d: 22  	pt: 1.3199999999999998  	diff:  减少A0.58 压缩AB0.6599999999999999 减小A0.03 削减A0.04 缩减A0.01
  	class: 简单  	d: 21  	pt: 1.2936507936507935  	diff:  简单AB0.5476190476190477 简短A0.031746031746031744 简要A0.04365079365079365 粗略AB0.6468253968253967 省略A0.011904761904761904 简略A0.007936507936507936 简易A0.003968253968253968
  	class: 下降  	d: 23  	pt: 1.2631578947368423  	diff:  下降A0.47368421052631576 降低AB0.631578947368421 下跌A0.06015037593984962 降A0.045112781954887216 暴跌A0.015037593984962405 退A0.007518796992481203 下滑A0.007518796992481203 跌A0.015037593984962405 降落A0.007518796992481203
  	class: 政策  	d: 5  	pt: 1.2439024390243902  	diff:  策略AB0.6219512195121951 政策A0.6219512195121951
  	class: 针对  	d: 7  	pt: 1.2380952380952381  	diff:  针对性AB0.6190476190476191 指向A0.6190476190476191
  	class: 剪  	d: 7  	pt: 1.2222222222222223  	diff:  剪刀A0.3333333333333333 剪裁AB0.2777777777777778 裁剪AB0.6111111111111112
  	class: 不可企及  	d: 7  	pt: 1.1578947368421053  	diff:  低于A0.5789473684210527 小于AB0.5789473684210527
  	class: 因素  	d: 3  	pt: 1.15702479338843  	diff:  因素AB0.578512396694215 元素A0.5289256198347108 要素A0.049586776859504134
  	class: 重要  	d: 29  	pt: 1.135135135135135  	diff:  重要性A0.22297297297297297 重点A0.30405405405405406 关键AB0.5675675675675675 着重A0.04054054054054054
  	class: 证明  	d: 14  	pt: 1.1214953271028039  	diff:  证明A0.3925233644859813 证实A0.06542056074766354 验证AB0.5607476635514019 认证A0.0794392523364486 作证A0.014018691588785047 求证A0.004672897196261682 证A0.004672897196261682
  	class: 噪音  	d: 2  	pt: 1.1111111111111112  	diff:  噪音AB0.5555555555555556 噪声A0.5555555555555556
  	class: 消失  	d: 45  	pt: 1.1111111111111112  	diff:  消退A0.027777777777777776 消失A0.3888888888888889 收敛AB0.5555555555555556 流失A0.1111111111111111 熄灭A0.027777777777777776
  	class: 形状  	d: 6  	pt: 1.0588235294117647  	diff:  形状AB0.5294117647058824 形态A0.29411764705882354 造型A0.08823529411764706 象A0.14705882352941177
  	class: 宽度  	d: 19  	pt: 1.0526315789473684  	diff:  步长AB0.5263157894736843 小幅A0.05263157894736842 增长率A0.3157894736842105 宽度A0.15789473684210525
  	class: 保存  	d: 3  	pt: 1.018181818181818  	diff:  保存A0.509090909090909 保留AB0.509090909090909
  	class: 占有  	d: 8  	pt: 1.0144927536231885  	diff:  占AB0.5072463768115942 占据A0.2318840579710145 占有A0.043478260869565216 占用A0.2318840579710145
  	class: 约束  	d: 17  	pt: 1.0  	diff:  自律A0.5 框AB0.5
  	class: 比赛  	d: 8  	pt: 1.0  	diff:  交锋A0.5 角AB0.5
  	class: 近似  	d: 17  	pt: 0.9999999999999999  	diff:  类似AB0.5 接近A0.16494845360824742 类A0.02577319587628866 好像A0.07731958762886598 相近A0.041237113402061855 象是A0.005154639175257732 近似A0.12886597938144329 看似A0.05670103092783505
  	class: 部署  	d: 4  	pt: 0.9473684210526315  	diff:  配备A0.06140350877192982 部署AB0.4736842105263158 配置A0.2807017543859649 安排A0.13157894736842105
  	class: 符合  	d: 13  	pt: 0.9367088607594937  	diff:  适合AB0.4683544303797469 相符A0.02531645569620253 符合A0.3037974683544304 入A0.06329113924050633 顺应A0.012658227848101266 吻合A0.05063291139240506 契合A0.012658227848101266
  	class: 增强  	d: 9  	pt: 0.9262295081967212  	diff:  提高AB0.07786885245901637 增长A0.45901639344262296 增强AB0.38524590163934425 增进A0.004098360655737705
  	class: 固定  	d: 13  	pt: 0.896551724137931  	diff:  固化A0.017241379310344827 定位AB0.4482758620689655 固定A0.41379310344827586 恒A0.017241379310344827
  	class: 概况  	d: 8  	pt: 0.8888888888888888  	diff:  轮廓AB0.4444444444444444 概况A0.4444444444444444
  	class: 兴趣  	d: 4  	pt: 0.8849557522123894  	diff:  兴趣AB0.4424778761061947 感兴趣A0.4424778761061947
  	class: 参阅  	d: 4  	pt: 0.8620689655172413  	diff:  参考AB0.39655172413793105 参照AB0.43103448275862066 参阅A0.034482758620689655
  	class: 改进  	d: 6  	pt: 0.8421052631578947  	diff:  改进AB0.42105263157894735 改善A0.4105263157894737 精益求精A0.010526315789473684
  	class: 脸  	d: 7  	pt: 0.8394088669950739  	diff:  人脸AB0.41970443349753694 脸部AB0.41970443349753694
  	class: 叫做  	d: 18  	pt: 0.8260869565217392  	diff:  名为A0.21739130434782608 称为AB0.043478260869565244 名A0.09420289855072464 称作A0.028985507246376812 名叫A0.057971014492753624 称之为AB0.3695652173913043 号称A0.007246376811594203 称做A0.007246376811594203
  	class: 需要  	d: 11  	pt: 0.8163265306122449  	diff:  亟需A0.006802721088435374 需A0.3945578231292517 需求AB0.40816326530612246 亟待A0.006802721088435374
  	class: 方法  	d: 11  	pt: 0.8130311614730878  	diff:  办法A0.03824362606232295 方法AB0.4065155807365439 方式A0.311614730878187 艺术A0.021246458923512748 措施A0.03541076487252125
  	class: 包含  	d: 25  	pt: 0.7814814814814814  	diff:  包含AB0.11296296296296293 涵盖A0.08796296296296297 隐含A0.032407407407407406 带有A0.10648148148148148 含有A0.032407407407407406 蕴涵A0.009259259259259259 含AB0.3907407407407408 蕴含A0.009259259259259259
  	class: 分成  	d: 2  	pt: 0.7058823529411764  	diff:  分成A0.35294117647058826 分为AB0.3529411764705882
  	class: 性质  	d: 7  	pt: 0.6997792494481236  	diff:  属性AB0.1644591611479029 性能AB0.3498896247240618 性质A0.18543046357615894
  	class: 相距  	d: 7  	pt: 0.6966292134831459  	diff:  距离AB0.348314606741573 离开A0.24719101123595505 偏离A0.0449438202247191 相距A0.02247191011235955 相差A0.033707865168539325
  	class: 中心  	d: 11  	pt: 0.6853146853146853  	diff:  核心A0.32867132867132864 中心AB0.3426573426573427 主干A0.013986013986013986
  	class: 添补  	d: 16  	pt: 0.6666666666666667  	diff:  续A0.030303030303030304 补充AB0.33333333333333337 互补A0.12121212121212122 添A0.030303030303030304 补A0.09090909090909091 填补A0.06060606060606061
  	class: 答应  	d: 10  	pt: 0.6545454545454545  	diff:  应AB0.32727272727272727 承诺A0.2909090909090909 答应A0.01818181818181818 应允A0.01818181818181818
  	class: 团体  	d: 6  	pt: 0.6392405063291139  	diff:  组织A0.30063291139240506 团队AB0.319620253164557 团体A0.015822784810126583 团伙A0.0031645569620253164
  	class: 希望  	d: 23  	pt: 0.6200873362445415  	diff:  希望AB0.3100436681222707 期待A0.10043668122270742 期望A0.13100436681222707 梦想A0.021834061135371178 期A0.039301310043668124 指望A0.013100436681222707 盼A0.004366812227074236
  	class: 加以  	d: 2  	pt: 0.6037735849056605  	diff:  加A0.3018867924528302 给定AB0.30188679245283023
  	class: 景象  	d: 10  	pt: 0.5673758865248226  	diff:  状况A0.0425531914893617 现象A0.1702127659574468 场景AB0.2836879432624113 情景A0.05673758865248227 万象A0.0070921985815602835 景象A0.0070921985815602835
  	class: 遗失  	d: 8  	pt: 0.5555555555555556  	diff:  有失A0.018518518518518517 少AB0.2777777777777778 丢失A0.18518518518518517 掉A0.07407407407407407
  	class: 章程  	d: 6  	pt: 0.5333333333333334  	diff:  条条A0.06666666666666667 例AB0.2666666666666667 条例A0.2
  	class: 快  	d: 27  	pt: 0.5135135135135136  	diff:  飞跃A0.02702702702702703 敏捷A0.14864864864864866 高效AB0.2567567567567568 飞速A0.04054054054054054 快捷A0.013513513513513514 长足A0.02702702702702703
  	class: 频率  	d: 2  	pt: 0.5135135135135136  	diff:  效率AB0.2567567567567568 频率A0.25675675675675674
  	class: 管保  	d: 16  	pt: 0.5116279069767442  	diff:  包A0.24031007751937986 保证AB0.01550387596899222 确保AB0.24031007751937983 担保A0.007751937984496124 承保A0.007751937984496124
  	class: 导致  	d: 9  	pt: 0.441860465116279  	diff:  致使A0.011627906976744186 引致A0.011627906976744186 导致AB0.22093023255813948 招A0.12790697674418605 促成A0.05813953488372093 招致A0.011627906976744186
  	class: 一再  	d: 23  	pt: 0.4259259259259258  	diff:  频繁A0.12037037037037036 数AB0.2129629629629629 反复A0.09259259259259259
  	class: 完整  	d: 10  	pt: 0.3594202898550724  	diff:  完整AB0.17971014492753618 整体AB0.014492753623188415 总体A0.16521739130434782
  	class: 图  	d: 6  	pt: 0.34375  	diff:  图形A0.071875 图片AB0.171875 图表A0.1
  	class: 标注  	d: 4  	pt: 0.3076923076923077  	diff:  标注AB0.15384615384615385 标出A0.11538461538461539 标A0.038461538461538464
  	class: 眼  	d: 7  	pt: 0.28571428571428575  	diff:  眼睛AB0.1428571428571429 肉眼A0.14285714285714285
  	class: 音信  	d: 7  	pt: 0.24598930481283426  	diff:  信息AB0.12299465240641716 消息A0.12299465240641712
  	class: 撑持  	d: 5  	pt: 0.20338983050847453  	diff:  支持AB0.10169491525423724 支撑A0.1016949152542373
  	class: 满意  	d: 21  	pt: 0.19999999999999998  	diff:  满意AB0.09999999999999998 看中A0.1
  	class: 因数  	d: 2  	pt: 0.18181818181818185  	diff:  因数A0.09090909090909091 因子AB0.09090909090909094
  	class: 名人  	d: 15  	pt: 0.1538461538461538  	diff:  名人AB0.07692307692307687 知名人士A0.07692307692307693
  	class: 流  	d: 7  	pt: 0.14999999999999997  	diff:  注AB0.07499999999999996 流A0.075
  	class: 数量  	d: 7  	pt: 0.1414233576642336  	diff:  数据AB0.07071167883211682 数量A0.06523722627737226 数目A0.0036496350364963502 数码A0.0013686131386861315 数额A0.0004562043795620438
  	class: 思路  	d: 4  	pt: 0.13793103448275865  	diff:  思路AB0.06896551724137934 笔触A0.06896551724137931
  	class: 建议  	d: 8  	pt: 0.1276595744680851  	diff:  建议AB0.06382978723404253 提议A0.0425531914893617 建议书A0.010638297872340425 提案A0.010638297872340425
  	class: 能够  	d: 5  	pt: 0.11764705882352942  	diff:  亦可A0.058823529411764705 可知AB0.05882352941176472
  	class: 增多  	d: 14  	pt: 0.09160305343511448  	diff:  增加AB0.04580152671755722 增多A0.03816793893129771 增A0.007633587786259542
  	class: 包括  	d: 9  	pt: 0.08118081180811809  	diff:  包括AB0.040590405904059046 席卷A0.01845018450184502 概括A0.01845018450184502 囊括A0.0036900369003690036
  	class: 基础  	d: 9  	pt: 0.06944444444444443  	diff:  基础AB0.03472222222222221 功底A0.020833333333333332 根基A0.006944444444444444 基本功A0.006944444444444444
  	class: 情况  	d: 8  	pt: 0.059602649006622564  	diff:  情况AB0.0298013245033113 情形A0.019867549668874173 事态A0.006622516556291391 图景A0.0033112582781456954
  	class: 开花  	d: 12  	pt: 0.05882352941176471  	diff:  开放AB0.02941176470588236 开花A0.029411764705882353
  	class: 角度  	d: 4  	pt: 0.0434782608695652  	diff:  角度AB0.021739130434782594 出发点A0.021739130434782608
  	class: 修改  	d: 8  	pt: 0.039215686274509845  	diff:  修改AB0.019607843137254943 批改A0.0196078431372549
  	class: 设法  	d: 10  	pt: 0.03448275862068969  	diff:  想法AB0.017241379310344862 设法A0.017241379310344827
  	class: 步骤  	d: 3  	pt: 0.03278688524590166  	diff:  步骤AB0.016393442622950838 手续A0.01639344262295082
  	class: 流水线  	d: 3  	pt: 0.02857142857142852  	diff:  流程AB0.014285714285714235 流水线A0.014285714285714285
  	class: 初稿  	d: 5  	pt: 0.02000000000000001  	diff:  原文AB0.010000000000000009 初稿A0.01
  	class: 分布  	d: 4  	pt: 0.014814814814814826  	diff:  布A0.007407407407407408 分布AB0.007407407407407418
  	class: 分类  	d: 4  	pt: 0.014084507042253513  	diff:  分类AB0.007042253521126751 分拣A0.007042253521126761
  	class: 学习  	d: 10  	pt: 0.009489916963226555  	diff:  学习AB0.004744958481613271 上学A0.0005931198102016608 攻读A0.0029655990510083037 学学A0.0005931198102016608 就学A0.0005931198102016608
  	class: 祈求  	d: 8  	pt: 0.005390835579514872  	diff:  图AB0.0026954177897574594 贪图A0.0026954177897574125
